entity_type,name,alias_names,animagus,blood_status,boggart,gender,house,jobs,patronus,romances,species,titles,weight,entity_id,category,creator,effect,hand,incantation,light,characteristics,difficulty,inventors,ingredients,manufacturers,side_effects,time,title
characters,Mrs Steepley,[],,,,Female,,['Proprietor of Steepley and Sons'],,[],Human,[],,f835fdf4-3841-46d3-a161-8e22f2c8c203,,,,,,,,,,,,,,
characters,Mrs Thickey,[],,,,Female,,[],,['Janus Thickey'],Human,[],,098f2ec3-4c22-4adf-80f8-78b9baf8b71c,,,,,,,,,,,,,,
characters,Mrs Thomas,[],,Muggle,,Female,,[],,"['Mr Thomas (first husband) †', 'Second husband']",Human,[],,7b810d0d-f985-4ca2-a92b-e74b8f542c9e,,,,,,,,,,,,,,
characters,Mrs Trelawney,[],,Muggle,,Female,,[],,[],Human,[],,802f9278-db39-450b-add1-f2fce28919d6,,,,,,,,,,,,,,
characters,Mrs Tremlett,[],,Muggle,,Male,,[],,[],Human,[],,cf569c81-bab3-4abb-b9aa-c1cb742f52a8,,,,,,,,,,,,,,
characters,Mrs Tubbs,[],,,,Female,,['Owner of the Tuck Shop'],,[],Human,[],,c69f574a-e6fc-4d2d-8df6-1e5c58319a9f,,,,,,,,,,,,,,
characters,Mrs Tuttle,[],,Pure-blood or half-blood,,Female,,[],,[],Human,[],,10ec2316-4cb4-498d-b981-b9c23ccb6e13,,,,,,,,,,,,,,
characters,Mr Sugarplum,[],,,,Male,,"[""Owner of Sugarplum's Sweets Shop""]",,[],Human,[],,a19c7daa-3c0b-4c1a-98d0-0d69fabbc158,,,,,,,,,,,,,,
characters,Mrs Vane,[],,,,Female,,[],,[],Human,[],,25c819f3-2cd3-4133-959d-7ad5843dba94,,,,,,,,,,,,,,
characters,Mrs Warbeck,[],,Muggle,,Female,,['Actress (formerly)'],,[],Human,[],,91a59927-90fb-40f9-9c71-5645ac3375c6,,,,,,,,,,,,,,
characters,Mrs Warren,[],,Muggle,,Female,,[],,[],Human,[],,01e46449-d1cb-4d27-bc0c-b89bf40ac625,,,,,,,,,,,,,,
characters,Mrs Westenberg,[],,,,Female,,[],,[],Human,[],,e4960200-18d4-4772-8020-c4c7e3f17948,,,,,,,,,,,,,,
characters,Mrs Wood,[],,,,Female,,[],,['Husband'],Human,[],,01ca56e2-9c50-4931-9f66-000f879854d2,,,,,,,,,,,,,,
characters,Mrs Wright,[],,,,Female,,[],,[],Human,[],,68550050-a6b9-4651-8d4f-29be3ba22e1b,,,,,,,,,,,,,,
characters,Mrs Zabini,[],,,,Female,Slytherin (possibly),[],,['Seven husbands †'],Human,[],,93fa2701-71f4-4d03-8af5-96efad6bb03f,,,,,,,,,,,,,,
characters,Mr Thomas,[],,Muggle,,Male,,[],,['Wife'],Human,[],,05333820-47fa-4bf8-bd10-97e65e8dc7b5,,,,,,,,,,,,,,
characters,Mr Tibbles,[],,,,Male,,[],,[],Part-Kneazle cat,[],,eb876d9c-bba2-416f-b3de-efed6858ad32,,,,,,,,,,,,,,
characters,Mr Trelawney,[],,Pure-blood or half-blood,,Male,,[],,[],Human,[],,f4daeeac-ee6b-4062-aaef-908d32611f7f,,,,,,,,,,,,,,
characters,Mr Tremlett,[],,Muggle,,Male,,[],,[],Human,[],,1301030b-09f7-40b5-8647-2b29d8ba4b86,,,,,,,,,,,,,,
characters,Mr Warbeck,[],,,,Male,,['Minor functionary in the Department of Muggle Relations'],,['Wife'],Human,[],,50c5c709-7241-4fd2-8c63-0563b30039c2,,,,,,,,,,,,,,
characters,Mr Whiskers,[],,,,Male,,[],,[],Manticore,[],,d60ba2a4-a45d-4f25-b4df-e6821ca0e8d8,,,,,,,,,,,,,,
characters,Mr Wood,[],,,,Male,,[],,['Wife'],Human,[],,13b47495-57e4-466f-b1a0-b09857f49da8,,,,,,,,,,,,,,
characters,Mr Wright,[],,Muggle,,Male,,[],,[],Human,[],,8002061e-9e21-4cbb-be86-a4f0358021ac,,,,,,,,,,,,,,
characters,Ms Fisher,[],,Muggle,,Female,,[],,[],Human,[],,3c6aafea-7741-4027-b285-b06d3700e3f1,,,,,,,,,,,,,,
characters,Ms Fleamont,[],,Pure-blood or half-blood,,Female,,[],,['Partner (uncertain relationship) †'],Human,[],,487be93d-b121-4287-be4e-1ac144bf0cc7,,,,,,,,,,,,,,
characters,Ms Weasley,[],,Pure-blood,,Female,,[],,[],Human,[],,7c3719a8-ae7b-4fbc-b521-cf8c5d4ce6b5,,,,,,,,,,,,,,
characters,Mudiwa Onai,[],African fish eagle,,,Female,,"['Professor of Divination at Uagadou (?–c. 1889)', 'Professor of Divination at Hogwarts School (c. 1889–?)']",,[],Human,['Professor'],,f5a56c95-c1c4-4004-ae7f-14b89965e36a,,,,,,,,,,,,,,
characters,Muggle Artefact Smuggler,[],,,,Male,,['Artefact smuggler'],,[],Human,[],,ca56e3a2-fff0-494e-b3f0-9e8b1345395a,,,,,,,,,,,,,,
characters,Muggle at Circus,[],,Muggle,,Male,,[],,[],Human,[],,c5bc8b1d-e48b-4e64-ada7-d3bc4c8de1cb,,,,,,,,,,,,,,
characters,Muggle at Millennium Bridge,[],,Muggle,,Female,,[],,[],Human,[],,8ba1ebd7-45fb-4e14-b1db-1360bfe52b2e,,,,,,,,,,,,,,
characters,Muggle family,[],,Muggles,,,,[],,[],,[],,fa7ba7ae-3b0b-45f1-89d0-64062617356c,,,,,,,,,,,,,,
characters,Muggle football commentator,[],,Muggle,,Male,,['Football commentator'],,[],Human,[],,7ba650bc-c213-40dc-85a0-1873d65bc559,,,,,,,,,,,,,,
characters,Muggle girl from Liverpool,[],,Muggle,,Female,,[],,[],Human,[],,97f2ac2c-c78f-48e5-bf2b-009379f27a02,,,,,,,,,,,,,,
characters,Muggle landowners in Wiltshire,[],,Muggle,,,,['Landowners'],,[],Human,[],,0f65bb0e-ae63-4582-a672-ab13c3e90692,,,,,,,,,,,,,,
characters,Muggle occupant of 12 Grimmauld Place,[],,Muggle,,,,[],,[],Human,[],,a66b5872-4f4b-45c5-a31b-5d879790b7fb,,,,,,,,,,,,,,
characters,Muggle residents of Budleigh Babberton,[],,Muggle,,,,[],,[],,[],,bd48e3bf-9dc1-4194-ac24-a0c269d8d71b,,,,,,,,,,,,,,
characters,Muggle students,[],,,,Males and females,,[],,[],Humans,[],,90fd2865-2a77-418d-ac09-efbfcd0435c8,,,,,,,,,,,,,,
characters,Muggle Studies Professor,[],,,,Male,,['Professor of Muggle Studies (at least 1992–1993)'],,[],Human,['Professor'],,4a202bfd-e10a-4435-b0d9-eda9f1daf64d,,,,,,,,,,,,,,
characters,Muggle Studies teacher's student assistant,[],,Pure-blood or half-blood,,Male,Hufflepuff,[],,[],Human,['Student assistant'],,4d1f7c0c-fba6-4929-af53-6ba6e3b46d36,,,,,,,,,,,,,,
characters,Muggle tramp killed by Tom Riddle,[],,Muggle,,,,[],,[],Human,[],,e550abd9-4e44-48df-9abf-63e40a33e0b6,,,,,,,,,,,,,,
characters,Muggle who accidentally found Diagon Alley,[],,,,,,[],,[],Human,[],,198bf83b-8aaf-46aa-bd7b-ef801f20c5b2,,,,,,,,,,,,,,
characters,Mulciber I,[],,Pure-blood or half-blood,,,,[],,[],Human,[],,44e2dd0b-8673-46f7-9583-a4146adfdce9,,,,,,,,,,,,,,
characters,Muldoon Cragg,[],,,,Male,Gryffindor,['Head of Gryffindor House (?–before 1991)'],,[],Human,['Head of Gryffindor House'],,ac6d4d03-4c40-473b-8ba3-f0e342fee9f8,,,,,,,,,,,,,,
characters,Mullet,[],,,,Female,,['Chaser for the Irish National Quidditch team'],,[],Human,['Chaser'],,809a3fad-1fc6-4770-9a59-695e09c1e41b,,,,,,,,,,,,,,
characters,Mundungus Fletcher,"['Dung', 'Harry Potter (under disguise of Polyjuice)']",,Half-blood,,Male,Unknown,['Dealer of wizarding artefacts and stolen goods'],Non-corporeal,[],Human,[],139 lbs,00517f72-5ad5-4e2b-b69b-389c026eec2b,,,,,,,,,,,,,,
characters,Mundungus Fletcher's parents,[],,,,"Female, Male",,[],,[],Humans,[],,d1eaa8b4-2313-4785-9449-d8cc2d478960,,,,,,,,,,,,,,
characters,Mungo Bonham,[],,,,Male,,['Healer'],,[],Human,['Saint'],,135ef2eb-2893-4dbf-8b5b-8d90183dda7f,,,,,,,,,,,,,,
characters,Mungo MacDuff,[],,,,Male,,['Auror'],,[],Human,[],,1fa9ead4-b505-4e63-aae9-cacc1f66f182,,,,,,,,,,,,,,
characters,Murcus,[],,,,Female,,['Merchieftainess of the Great Lake Selkie colony'],,[],Selkie,['Merchieftainess'],,a3ce49ec-cdc8-4df1-a9fd-d6c5cd94ba9e,,,,,,,,,,,,,,
characters,Muriel,[],,,,Female,Slytherin,[],,['Gwendolyn'],Human,[],,00ba2325-222b-4ebc-95a5-3a35b9787458,,,,,,,,,,,,,,
characters,Muriel,[],,Pure-blood or half-blood,,Female,,[],,[],Human,[],,274597e2-973c-477f-a4af-d5c9efcac24e,,,,,,,,,,,,,,
characters,Muriel Rothley,[],,,,Female,Slytherin,[],,[],Human,[],,d34b297c-893c-4e87-bce3-f9895dcf2ebf,,,,,,,,,,,,,,
characters,Muriel's mother,[],,Pure-blood or Half-blood (possibly),,Female,,[],,[],Human,[],,3ecdc2df-b2d2-4227-af84-0e5a35926f3b,,,,,,,,,,,,,,
characters,Murphy McNully,[],,Pure-blood or half-blood,,Male,,['Quidditch commentator'],,[],Human,[],,63a78a42-3440-4118-b141-6e5da567a0aa,,,,,,,,,,,,,,
characters,Murphy McNully's grandmother,[],,,,Female,,[],,[],Human,[],,f507f2a1-80d9-4737-a000-68a11a88afda,,,,,,,,,,,,,,
characters,Murphy McNully's mother,[],,,,Female,,[],,[],Human,[],,54d6e511-d62c-4b0a-ac5f-71d6a15a3302,,,,,,,,,,,,,,
characters,Murtlap at the Magical Creatures Reserve,[],,,,,,[],,[],Murtlap,[],,9ab379f3-312b-431c-96f2-f28886021793,,,,,,,,,,,,,,
characters,Music classroom monitor,[],,Pure-blood or Half-blood (possibly),,Male,Ravenclaw,[],,[],Human,[],,8f89430a-ec9b-4bff-beb7-ef49de779bc9,,,,,,,,,,,,,,
characters,Music Shop shopkeeper,[],,,,Female,,['Owner of the Music Shop'],,[],Human,[],,8ed5291b-ae41-4825-9cf6-e120639ac9df,,,,,,,,,,,,,,
characters,Musidora Barkwith,[],,,,Female,,['Composer'],,[],Human,[],,8ac04078-33c1-4a4d-b81b-d9f44fd632b7,,,,,,,,,,,,,,
characters,Mustafa Kama,[],,Pure-blood,,Male,,[],,[],Human,[],,90fe9d52-96a9-48b7-bdbc-020a2fef7438,,,,,,,,,,,,,,
characters,Mykew Gregorovitch,[],,,,Male,,['Wandmaker (retired)'],Non-corporeal,[],Human,[],,3017d5e4-5f8c-4d09-a36b-21e3323a5a20,,,,,,,,,,,,,,
characters,Mylor Silvanus,[],,,,Male,,[],,[],Human,[],,a941c3f5-6368-45ce-b4e7-3c8cfe5afa44,,,,,,,,,,,,,,
characters,M. Young,[],,No-Maj,,Male,,['Lieutenant at the United States Armed Forces'],,[],Human,['Lieutenant'],,eebc16f4-cde8-478c-a66c-bdfa177d3bab,,,,,,,,,,,,,,
characters,Myra Curio,[],,Pure-blood or half-blood (most likely),,Female,,"['Muggle Liaison Office employee (formerly)', 'Misuse of Muggle Artefacts Office employee', 'British Ministry of Magic official']",,[],Human,['Officer'],,e079f80e-415e-43fa-8eab-925e4bc3a7a8,,,,,,,,,,,,,,
characters,Myron Otherhaus,[],,,,Male,,[],,['Violet Tillyman'],Human,[],,29543fa2-d564-41e8-933d-75b598ee49df,,,,,,,,,,,,,,
characters,Myron Wagtail,[],,,Lord Voldemort,Male,,['Lead singer for The Weird Sisters'],Non-corporeal,[],Human,[],,9df57701-7014-4a52-811e-61263b659c90,,,,,,,,,,,,,,
characters,Myrtle Elizabeth Warren,['Moaning Myrtle'],,Muggle-born,,Female,Ravenclaw,[],,[],"Human (formerly), Ghost",[],,9414176e-be25-418e-86b3-e76ecae093d1,,,,,,,,,,,,,,
characters,Mysterious girl,[],,,,Female,,[],,[],Human,[],,8a1448b5-e0d6-4d3d-9eda-3311e539a5d2,,,,,,,,,,,,,,
characters,Naami Kadkeri,[],,Pure-blood or half-blood,,Female,,[],,[],Human,[],,a259119d-f1de-4a0d-9e76-1bbbb8671572,,,,,,,,,,,,,,
characters,Naasz,[],,,,Female,,['Magizoologist'],,[],Human,"['Headmistress', 'Professor']",,381078da-b08e-4b15-a063-0f0edce417ac,,,,,,,,,,,,,,
characters,Naasz's Chupacabras,[],,,,,,[],,[],Chupacabra,[],,6ffc8ba4-bc4e-4cd9-bb1e-d528598926a2,,,,,,,,,,,,,,
characters,Naasz's Demiguise,[],,,,,,[],,[],Demiguise,[],,d97fe23a-e76c-46e4-8abd-f1293d0abde6,,,,,,,,,,,,,,
characters,Naasz's Pixies,[],,,,,,[],,[],Pixies,[],,1acfa74a-75a0-4dba-8ea0-42781a02ebbb,,,,,,,,,,,,,,
characters,Naasz's Swooping Evil,[],,,,,,[],,[],Swooping Evil,[],,376c9d71-7753-417f-a04d-131dfa52497b,,,,,,,,,,,,,,
characters,Nagel,[],,,,Male,,[],,[],Human,[],,15aa6f6b-2752-4e2e-9e96-448741b92ad2,,,,,,,,,,,,,,
characters,Nagini,"['The Snake Girl', 'Bathilda Bagshot (while placed in her body)']",,Underbeing,,Female,,['Circus performer for the Circus Arcanus (formerly)'],,['Aurelius Dumbledore (formerly)'],"Human (Maledictus affliction; originally), Snake",[],,b9f84d57-d3f3-4e38-82b1-83444513a256,,,,,,,,,,,,,,
characters,Nagnok,[],,,,Male,,['Gringotts employee'],,[],Goblin,[],,6565459d-f39f-4b50-80fc-d0fcbd7b7622,,,,,,,,,,,,,,
characters,Name,[],,,,,,['Author'],,[],Human,[],,e88d0f89-9c3b-466a-bcf5-88be2bec5883,,,,,,,,,,,,,,
characters,Name author,[],,,,,,['Author'],,[],Human,[],,edf41a1a-4170-4abe-8ca5-e7dc3216e424,,,,,,,,,,,,,,
characters,N. Amorinus,[],,,,,,['Reporter for The New York Ghost'],,[],Human,[],,b31bec5d-91c6-4dbb-8067-6cc5499cf5b4,,,,,,,,,,,,,,
characters,Nandini Johar,[],,,,Female,Gryffindor,[],,[],Human,[],,5a376245-ff53-4ceb-bda3-fabb4761eb62,,,,,,,,,,,,,,
characters,Nanette Desford,[],,,,Female,Ravenclaw,[],,[],Human,[],,d8fc99b8-e8b9-4c62-b039-744181090f7c,,,,,,,,,,,,,,
characters,Naoki Tsuchiya,[],,,,Male,Gryffindor,[],,[],Human,[],,37a20de8-34e5-4463-a3c4-585246f18d0c,,,,,,,,,,,,,,
characters,Napier,[],,,,,,[],,[],Human,[],,062b695f-c8c5-44d7-b84b-adb5850cec7f,,,,,,,,,,,,,,
characters,Napoléon,[],,,,Male,,['French emperor and military leader'],,[],Human,['Emperor of the FrenchFirst Consul of French Republic (formerly)'],,88c28836-083a-4a73-b8d3-4f8fbd98bbcf,,,,,,,,,,,,,,
characters,Narcissa Malfoy (née Black),['Cissy (by Bellatrix Lestrange and Kreacher)'],,Pure-blood,,Female,Slytherin,[],,['Lucius Malfoy (husband)'],Human,[],,72e5288d-d2d0-405d-b049-26ccb69d4108,,,,,,,,,,,,,,
characters,Narinder Singh,[],,,,Female,,['Beater for the Fijian National Quidditch team'],,[],Human,['Beater'],,4acdd95d-7cb8-4636-965e-8278ba1b3cb4,,,,,,,,,,,,,,
characters,Nash,[],,,,,,['Artist'],,[],Human,[],,385ace26-d0b6-4616-bc13-20144e186d62,,,,,,,,,,,,,,
characters,Natalie Fairbourne,[],,,,Female,Gryffindor,[],,[],Human,[],,072b9582-f842-49d1-80e0-9867a7b48d56,,,,,,,,,,,,,,
characters,Natalie Holkham,[],,,,Female,Gryffindor,[],,[],Human,['Quidditch Captain'],,b22f3d1f-6d62-4c3d-985e-f971e5e56ecf,,,,,,,,,,,,,,
characters,Natalie Kathryn Moore,[],,,,Female,Hufflepuff,[],,[],Human,['Prefect'],,370d7700-a021-43af-ab19-5075190a8fd9,,,,,,,,,,,,,,
characters,Natalie Limunus,[],,,,Female,,['Writer for Le Cri de la Gargouille'],,[],Human,[],,aa345ae2-ff29-40a3-82d9-a286ef62a158,,,,,,,,,,,,,,
characters,Natalie McDonald,[],,,,Female,Gryffindor,[],,[],Human,[],,f3e02a50-4420-4bf2-b74f-8dec45b78e69,,,,,,,,,,,,,,
characters,Natalya,[],,Muggle,,Female,,['Dancer'],,[],Human,[],,9852855c-5d15-4c48-aefc-ad53d6bed49b,,,,,,,,,,,,,,
characters,Nathaniel Douglas,[],,,,Male,Ravenclaw,[],,[],Human,[],,83006b23-df07-4e0c-9cb5-1f4b34c45c2e,,,,,,,,,,,,,,
characters,Nathan Redleif,[],,,,Male,,['Keeper for the Canadian National Quidditch team'],,[],Human,['Keeper'],,1394c7b7-5b3e-44de-87ac-34e68bb6bd66,,,,,,,,,,,,,,
characters,Natsai Onai,"['Natty', 'My little gazelle (by Mudiwa Onai)']",Gazelle,Pure-blood or half-blood,An adult man,Female,Gryffindor,[],,[],Human,[],,1bdff9af-74e5-4552-9d7a-05fafe02ab52,,,,,,,,,,,,,,
characters,Natsai Onai's father,[],Giraffe,,,Male,,[],,[],Human,[],,accebe2b-047b-4bdd-8669-fd1594a434ce,,,,,,,,,,,,,,
characters,Natsumi Suzuki,[],,,,Female,Hufflepuff,[],,[],Human,[],,e380252a-dc12-44be-8f9e-9853e511853c,,,,,,,,,,,,,,
characters,Navira Patel,[],,,,Female,,['Chaser for the Canadian National Quidditch team'],,[],Human,['Chaser'],,623128ff-4bd2-40f4-a776-cb641246bf85,,,,,,,,,,,,,,
characters,Ned,[],,,,,,[],,[],,[],,1e9d4cac-131d-48aa-8cec-62d00d215d50,,,,,,,,,,,,,,
characters,Needlefingers,[],,,,,,[],,[],Bowtruckle,[],,f6fd8068-37ab-4129-8a9a-4addf177ea6e,,,,,,,,,,,,,,
characters,Neil Lament,[],,,,Male,Slytherin,[],,[],Human,['Quidditch Captain'],,06de4c8e-758f-483b-b8b3-17a4e06e4849,,,,,,,,,,,,,,
characters,Neil La Mounte,[],,,,Male,,[],,[],Human,[],,9e5f7724-71ac-444f-8eb3-482434ca3789,,,,,,,,,,,,,,
characters,Neil Nuts,[],,,,Male,Gryffindor,[],,[],Human,[],,b9abc5d4-653d-4a01-a70e-c9d1b878710b,,,,,,,,,,,,,,
characters,Neil Randall,[],,,,Male,Gryffindor,[],,[],Human,[],,8588a89c-9424-476e-9961-a4437e3ca57b,,,,,,,,,,,,,,
characters,Nellie Lo Russell,[],,No-Maj,,Female,,[],,[],Human,[],,11ee4341-34b6-4a1e-9197-de22dff794d2,,,,,,,,,,,,,,
characters,Nellie Oggspire,[],,Half-blood or Muggle-born (most likely),,Female,Gryffindor,[],,[],Human,[],,429f68d6-47c2-4e9d-9000-2d3f76ce8efb,,,,,,,,,,,,,,
characters,Nellie Oggspire's mother,[],,Muggle (implied),,Female,,[],,[],Human,[],,956502ac-dece-4514-8e77-3e6dad614103,,,,,,,,,,,,,,
characters,Nelson Selgado,[],,No-Maj,,Male,,"['Composer, lyricist']",,[],Human,[],,e5eb7973-a40d-477b-b4e0-80687941ee78,,,,,,,,,,,,,,
characters,Nepali wizard,[],,,,Male,,['Herbologist'],,[],Human,[],,0de0731b-d77e-4412-9fc5-587283f08918,,,,,,,,,,,,,,
characters,Nerida Roberts,[],,,,Female,Slytherin,[],,[],Human,[],,6988c447-3dc4-45d2-ba81-85694946c41d,,,,,,,,,,,,,,
characters,Nerida Vulchanova,[],,Pure-blood or half-blood (possibly),,Female,,['Founder and Headmistress of Durmstrang Institute'],,[],Human,"['Founder', 'Headmistress', 'Professor']",,d3d13245-6675-4871-a391-8651f0645fca,,,,,,,,,,,,,,
characters,Nerieids,[],,,,Female,,[],,[],Selkie,[],,aa0a33f4-982e-4322-83a6-1855d32bd842,,,,,,,,,,,,,,
characters,Nerissa Brody,[],,,,Female,Slytherin,[],,[],Human,[],,43768781-b5ad-46ac-9610-4c7c7817f503,,,,,,,,,,,,,,
characters,Nerys Orpington,[],,,,Female,Slytherin,[],,[],Human,[],,7b8fed02-0a3a-4ca0-9df1-8fe933add39d,,,,,,,,,,,,,,
characters,Nestor Amset,[],,,,Male,,['Member of the Headless Hunt'],,[],"Human (formerly), Ghost",['Sir'],,5f303c3a-a310-4a8f-afa5-c1d1c6a356f6,,,,,,,,,,,,,,
characters,Neville Longbottom,[],,Pure-blood,Severus Snape,Male,Gryffindor,"['Auror (briefly)', 'Professor of Herbology at Hogwarts School of Witchcraft and Wizardry (pre-2008–?)', 'Head of Gryffindor House (pre-2008–?)']",Non-corporeal,['Hannah Abbott (wife)'],Human,"['Professor', 'Head of Gryffindor House']",,96646ebf-8b5a-49d9-b024-fca1a75440f8,,,,,,,,,,,,,,
characters,Nevin,[],,,,,,[],,[],Newt,[],,16ef9cab-51b6-4ad7-82d1-95616c8cc8dd,,,,,,,,,,,,,,
characters,Newspaper seller,[],,Muggle,,Male,,['Newspaper vendor'],,[],Human,[],,43777068-5d87-4a6a-8b68-9855b5f94e51,,,,,,,,,,,,,,
characters,Newspaper vendor,[],,,,Male,,['Newspaper vendor for the Daily Prophet'],,[],Human,[],,a00676e0-a0e2-46a7-8cfc-a649d90569fe,,,,,,,,,,,,,,
characters,Newt,[],,,,Male,,[],,[],Owl,[],,101359ca-9df7-43e7-9a62-0316f4599531,,,,,,,,,,,,,,
characters,Newton Artemis Fido Scamander,"['Newt (by friends & family)', 'Theseus Scamander (under disguise of Polyjuice)']",,Pure-blood or half-blood,Office job,Male,Hufflepuff,"['Magizoologist', 'Employee in the Beast Division of the Department for the Regulation and Control of Magical Creatures', 'Employee in the Office for House-Elf Relocation (formerly)', 'Author']",,['Porpentina Goldstein (wife)'],Human,[],161 lbs,9ee83055-d2f0-45d0-80ed-f2e6fc2c34e8,,,,,,,,,,,,,,
characters,Newton Scamander's Erumpent,[],,,,Female,,[],,[],Erumpent,[],,e4b8e3a8-d5bc-418d-8666-b5f5077ccd7d,,,,,,,,,,,,,,
characters,Newton Scamander's Graphorns,[],,,,"Male, Female, Two others of unknown gender",,[],,[],Graphorns,[],,141028fe-b523-4b23-b8a5-8cbad426eb85,,,,,,,,,,,,,,
characters,Newton Scamander's kelpie,[],,,,Male,,[],,[],Kelpie,[],,b5db3fda-91b7-4907-97e7-57e0ccd56a66,,,,,,,,,,,,,,
characters,Newton Scamander's Murtlap,[],,,,,,[],,[],Murtlap,[],,b461622d-35f2-4468-8497-4adb8f0cad62,,,,,,,,,,,,,,
characters,Newton Scamander's Nundu,[],,,,,,[],,[],Nundu,[],,c7e3ba0a-bfcb-46c4-bf0c-1003cd5dac20,,,,,,,,,,,,,,
characters,Newton Scamander's Qilin,[],,,,Female,,[],,[],Qilin,[],,13c026db-928f-4695-98f1-5013d298d7f3,,,,,,,,,,,,,,
characters,Newton Scamander's Runespoor,[],,,,,,[],,[],Runespoor,[],,fb81963e-b03d-4324-a223-dfd4c3438d9f,,,,,,,,,,,,,,
characters,Newton Scamander's Swooping Evil,[],,,,Male,,[],,[],Swooping Evil,[],,4b84ce28-b571-4337-a9b1-8ed1259b7213,,,,,,,,,,,,,,
characters,Newton Scamander's Wyvern,[],,,,,,[],,[],Wyvern,[],,bdbfc461-2a2c-4783-b722-d998bbc5a5db,,,,,,,,,,,,,,
characters,Newton Scamander's Zouwu,[],,,,Female,,[],,[],Zouwu,[],,b2a7257e-a5e8-49dd-8b05-4bc4af171638,,,,,,,,,,,,,,
characters,New-York Clarion sports reporter,[],,No-Maj,,,,['Sports reporter for the New-York Clarion'],,[],Human,[],,a5915971-74c1-488b-b724-78ba49836cf8,,,,,,,,,,,,,,
characters,Ngapo Ponika,[],,,,Male,,['Seeker for the New Zealand National Quidditch team'],,[],Human,['Seeker'],,5758485b-804d-4302-96df-cf8bc56f0647,,,,,,,,,,,,,,
characters,Niamh Fitzgerald,[],,,,Female,Ravenclaw,['Head of Hogwarts School of Witchcraft and Wizardry'],,[],Human,"['Head of Hogwarts School of Witchcraft and Wizardry', 'Professor']",,1df1cd86-0674-4185-9a6e-51498a17f0cf,,,,,,,,,,,,,,
characters,Nicholas de Mimsy-Porpington,"['Nearly Headless Nick', 'Sir Nicholas (preferred)', 'Nick']",,,,Male,Gryffindor,"['Knight', 'Courtier', 'Gryffindor House Ghost']",,[],"Human (formerly), Ghost",['Sir'],,93d6bd06-0c7e-405a-b003-7ce9c11d4f36,,,,,,,,,,,,,,
characters,Nicholas de Mimsy-Porpington's doorman,[],,,,Male,,[],,[],Troll,[],,6a43e068-7275-4c69-b8ee-86438d6a62e0,,,,,,,,,,,,,,
characters,Nicholas de Mimsy-Porpington's executioner,[],,,,Male,,[],,[],"Human (formerly), Ghost",[],,9da6c1d8-60fa-40fb-a70b-9fcfb2f2a7b6,,,,,,,,,,,,,,
characters,Nicholas de Mimsy-Porpington's executioner,[],,Muggle,,Male,,[],,[],Human,[],,9a5371f6-2bd4-4baf-9d23-9cd4abd7ebbb,,,,,,,,,,,,,,
characters,Nicholas Malfoy,[],,Pure-blood or half-blood,,Male,,[],,[],Human,[],,b51101b0-30bf-4b6d-aba6-6db48b45ef62,,,,,,,,,,,,,,
characters,Nicholas Saunders,[],,Muggle,,Male,,['Circus performer'],,[],Human,[],,76deaf60-f785-47cc-8f38-7edde3ba2751,,,,,,,,,,,,,,
characters,Nick Alas,[],,,,Male,Gryffindor,[],,[],Human,[],,76e00cb1-b815-423b-8249-d45544b70f10,,,,,,,,,,,,,,
characters,Nick Clegg,[],,,,Male,,['Home affairs spokesman for the Liberal Party'],,[],Human,[],,23de7136-2e64-4b48-8941-2d4131814672,,,,,,,,,,,,,,
characters,Nicola Dodworth,[],,,,Female,Hufflepuff,[],,[],Human,[],,2307a273-3b9b-48bd-9f6d-10fc1a162377,,,,,,,,,,,,,,
characters,Nicolas Flamel,[],,,,Male,,['Alchemist'],,[],Human,[],,8353c307-40bb-48c9-9bb7-8b2d7df3d3d1,,,,,,,,,,,,,,
characters,Nicolas Grimmett,[],,,,Male,,[],,[],Human,['Prefect'],,59c634f6-0225-4553-802b-6ec580765aec,,,,,,,,,,,,,,
characters,Nicolaus Copernicus,[],,,,Male,,['Astronomer'],,[],Human,[],,75ac37e2-82e9-4bb2-bd0c-ca2a40eeef57,,,,,,,,,,,,,,
characters,Nicola Wells,[],,,,Female,,[],,[],Human,[],,0c0d8a6d-6ca0-4c20-bd7c-c0f84b0284de,,,,,,,,,,,,,,
characters,Nienna Robins,[],,Pure-blood or half-blood,,Female,,['Auror'],,[],Human,[],,76996d63-b684-4de8-b335-6d79dbf3430d,,,,,,,,,,,,,,
characters,Niffler at the Magical Creatures Reserve,[],,,,,,[],,[],Niffler,[],,b148e2a9-e295-482e-82b4-f90b04de3236,,,,,,,,,,,,,,
characters,Niffler in Hogsmeade,[],,,,,,[],,[],Niffler,[],,80d0d112-9bfe-4214-8d1f-6642d5f75b38,,,,,,,,,,,,,,
characters,Nigel,[],,Pure-blood (most likely),,Male,,[],,[],Human,[],,c57ddf2a-0f16-4cb2-b4c4-4ca332e8b92f,,,,,,,,,,,,,,
characters,Nigelle le Narcissique,[],,,,Female,,['Circus performer'],,[],Homo amphibia (purportedly),[],,f70403f9-2fc7-47ca-86b7-062d3374729a,,,,,,,,,,,,,,
characters,Nigel's nephew,[],,Pure-blood (most likely),,Male,Slytherin,[],,[],Human,[],,3909a84e-77ca-4274-abc1-0a609a12b9a2,,,,,,,,,,,,,,
characters,Nigel's nephew's father,[],,Pure-blood or half-blood (most likely),,Male,,[],,[],Human,[],,35038b42-e5bb-4c6e-9b02-52fd2b51b372,,,,,,,,,,,,,,
