entity_type,name,slug,alias_names,animagus,blood_status,boggart,born,died,eye_color,family_members,gender,hair_color,height,house,image,jobs,marital_status,nationality,patronus,romances,skin_color,species,titles,wands,weight,wiki,entity_id,category,creator,effect,hand,incantation,light,characteristics,difficulty,inventors,ingredients,manufacturers,side_effects,time,author,cover,dedication,pages,release_date,summary,title
characters,Linda Chaddesley,linda-chaddesley,[],,,,31 August 1982 or earlier,,Green,[],Female,Black,,Hufflepuff,https://static.wikia.nocookie.net/harrypotter/images/3/3a/Linda_Chaddesley.png,[],,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Linda_Chaddesley,d90dee1b-1e06-4dde-8504-87d61cbf7000,,,,,,,,,,,,,,,,,,,,
characters,Linderina Crane,linderina-crane,[],,,Failing to stop NOTME,Between 1 September 1976 and 31 August 1977,,Green,"['Walter Crane (possibly)', 'Lucy Crane (possibly)']",Female,Red,,,https://static.wikia.nocookie.net/harrypotter/images/4/42/Linderina_Crane_3_MA.png,['Investigator for the Improper Use of Magic Office'],,British or Irish,,[],Light,Human,['Lead investigator'],"['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Linderina_Crane,3cc4e0e9-f164-4bb2-a319-203c1cde6373,,,,,,,,,,,,,,,,,,,,
characters,Lindiwe Ndlovu,lindiwe-ndlovu,[],,,,,,,[],Female,Dark,,,,['Seeker for the South African National Quidditch team'],,South African,,[],Dark,Human,['Seeker'],[],,https://harrypotter.fandom.com/wiki/Lindiwe_Ndlovu,1f567da7-d4cb-4f8d-9060-957938a5678c,,,,,,,,,,,,,,,,,,,,
characters,Linfred of Stinchcombe,linfred-of-stinchcombe,['The Potterer'],,,,"12th centuryStinchcombe, England, Great Britain (presumably)",Before 31 October 1981,,"['Hardwin Potter (son) †', 'Six children †', 'Iolanthe Potter (née Peverell) (daughter-in-law) †', 'At least one grandchild †', 'Ralston Potter (descendant) †', 'Abraham Potter (descendant) †', 'Descendant †', 'Henry Potter (descendant) †', 'Fleamont Potter (descendant) †', 'James Potter (I) (descendant) †', 'Harry Potter (descendant)', 'James Sirius Potter (descendant)', 'Albus Potter (descendant)', 'Lily L. Potter (descendant)', 'Charlus Potter (possible descendant) †', 'Possible descendant †', 'Potter family (descendants)']",Male,,,,https://static.wikia.nocookie.net/harrypotter/images/a/aa/Linfred_de_Stinchcombe.png,['Potioneer'],,English,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Linfred_of_Stinchcombe,0bcd8e06-b37f-4bfe-a575-383ec8336f35,,,,,,,,,,,,,,,,,,,,
characters,Lisa,lisa,[],,,,,,,[],Female,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/4/4f/Lisa_HM.png,[],,American,,['Ex-boyfriend'],White,Human,[],[],,https://harrypotter.fandom.com/wiki/Lisa,db508b90-e3fa-4986-8000-73c44af6659f,,,,,,,,,,,,,,,,,,,,
characters,Lisa Cullen,lisa-cullen,[],,,,31 August 1982 or earlier,,Grey,[],Female,Black,,Gryffindor,https://static.wikia.nocookie.net/harrypotter/images/5/5a/Lisa_Cullen.png,[],,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Lisa_Cullen,8eeff0b4-4abd-46fa-b27f-b61131a67c44,,,,,,,,,,,,,,,,,,,,
characters,Lisa del Giocondo,mona-lisa,['Mona Lisa'],,,,,Before 1991,Dark,[],Female,Dark,,,https://static.wikia.nocookie.net/harrypotter/images/9/9f/MonaLisaCOS.jpg,[],,Italian (presumably),,[],White,Human,[],[],,https://harrypotter.fandom.com/wiki/Mona_Lisa,1d36fa74-f323-42db-b5a6-4ea4fc37ca7d,,,,,,,,,,,,,,,,,,,,
characters,Lisa's ex-boyfriend,lisa-s-ex-boyfriend,[],,,,,,,[],Male,Blond,,,https://static.wikia.nocookie.net/harrypotter/images/c/c2/Lisa%27s_Ex-Boyfriend.png,[],,American,,['Lisa (ex-girlfriend)'],White,Human,[],[],,https://harrypotter.fandom.com/wiki/Lisa's_ex-boyfriend,48a1a4d2-6a9a-4c89-bd58-d93a46bb7e14,,,,,,,,,,,,,,,,,,,,
characters,Lisa Smith,lisa-smith,[],,Muggle,,,,,[],Female,,,,,[],,British,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Lisa_Smith,623270eb-2eb5-4c69-978a-e40cb463f570,,,,,,,,,,,,,,,,,,,,
characters,Lisa Turpin,lisa-turpin,[],,,,Between 1 September 1979 and 31 August 1980,,,[],Female,Brown,,Ravenclaw,https://static.wikia.nocookie.net/harrypotter/images/f/fd/Lisa_Turpin_LEGO.jpg,[],,British or Irish,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Lisa_Turpin,82e90a75-e27a-45e0-9269-bb9968245e42,,,,,,,,,,,,,,,,,,,,
characters,Lisbeth Scintilla,lisbeth-scintilla,[],,,,,,,[],Female,,,,,['Novelist'],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Lisbeth_Scintilla,2976ac88-6b35-457a-83ec-eb957d98a2e9,,,,,,,,,,,,,,,,,,,,
characters,Lisette de Lapin,lisette-de-lapin,[],White rabbit (possibly),,,c. 14th century,,,[],Female,,,,,"[""Courtier/King's Advisor (possibly)""]",,French,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Lisette_de_Lapin,242bb09f-8a9f-493b-b45b-dd8ebe11eb96,,,,,,,,,,,,,,,,,,,,
characters,Little Hangleton boys,little-hangleton-boys,[],,Muggles,,c. 1990s,,,"['Parents', 'Grandparents']",Males,,,,,[],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Little_Hangleton_boys,67803dc5-d134-4cb8-9370-6c89d3b73dfd,,,,,,,,,,,,,,,,,,,,
characters,Little Whinging milkman,little-whinging-milkman,[],,Muggle,,,,,[],Male,,,,,['Milkman'],,British,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Little_Whinging_milkman,f61274eb-f34d-4309-815f-891ac1775024,,,,,,,,,,,,,,,,,,,,
characters,Little Whinging postman,little-whinging-postman,[],,Muggle,,,,,[],Male,,,,,['Postman'],,British,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Little_Whinging_postman,a9b6f5ab-8b18-46c2-8c0e-8493179caffe,,,,,,,,,,,,,,,,,,,,
characters,Liu Tao,liu-tao,[],,,,Before 1932,,,[],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/0/0f/Liu_Tao_SODM.png,['Chinese Minister for Magic'],,Chinese,,[],,Human,['Minister for Magic'],"['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Liu_Tao,538a14cc-e4ab-4392-a722-bc24130e78e7,,,,,,,,,,,,,,,,,,,,
characters,Liu Tao's supporter,liu-tao-s-supporter,[],,,,,,,[],Male,,,,,[],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Liu_Tao's_supporter,049cdc60-f13d-4c2e-9fde-29979343e970,,,,,,,,,,,,,,,,,,,,
characters,Livius,livius,[],,,,,,,[],Male,,,,,[],,,,[],,Human,[],"['Unknown wand', 'Elder, thestral tail hair core (possibly)']",,https://harrypotter.fandom.com/wiki/Livius,766b8236-7c89-4bf0-b3a2-5926718334ef,,,,,,,,,,,,,,,,,,,,
characters,Liza Cherks,liza-cherks,[],,,,1970s or later,,,[],Female,,,Gryffindor,,[],,British or Irish,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Liza_Cherks,0ff32788-4fc4-4485-b99d-67557df35383,,,,,,,,,,,,,,,,,,,,
characters,Liza Loonifellow,liza-loonifellow,[],,,,,,Light Brown,[],Female,Blonde,,Hufflepuff,https://static.wikia.nocookie.net/harrypotter/images/e/ea/Liza_Loonifellow_MA.png,[],,British or Irish,,[],White,Human,[],[],,https://harrypotter.fandom.com/wiki/Liza_Loonifellow,aaea1f79-c299-4e26-8df5-c9477c47fed9,,,,,,,,,,,,,,,,,,,,
characters,Liz Tuttle,liz-tuttle,"['Lizard', 'Coach Tuttle']",,Pure-blood or half-blood,,Between 1 September 1972 and 31 August 1973,,Light brown,"['Mother', 'Lana Tuttle (older sister)', 'Grandmother', 'Grandfather', 'Tuttle family']",Female,Dark brown,,Slytherin,https://static.wikia.nocookie.net/harrypotter/images/d/d7/Liz_Tuttle_HM8.png,"['Magizoologist', 'Employee of the Department for the Regulation and Control of Magical Creatures']",,British or Irish,,['Lenny Pindlebrook'],Dark,Human,[],[],,https://harrypotter.fandom.com/wiki/Liz_Tuttle,ec97aad9-cf1f-4bc3-89da-ed6b87400843,,,,,,,,,,,,,,,,,,,,
characters,Liz Tuttle's grandfather,liz-tuttle-s-maternal-grandfather,[],,,,Before 1973,,,"['Wife', 'Daughter', 'Liz Tuttle (granddaughter)', 'Lana Tuttle (granddaughter)']",Male,,,,,[],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Liz_Tuttle's_maternal_grandfather,cf4c19b8-2cfa-4374-be38-4e8af509c8b0,,,,,,,,,,,,,,,,,,,,
characters,Liz Tuttle's grandmother,liz-tuttle-s-maternal-grandmother,[],,,,Before 1973,,,"['Husband', 'Daughter', 'Liz Tuttle (granddaughter)', 'Lana Tuttle (granddaughter)']",Female,,,,,[],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Liz_Tuttle's_maternal_grandmother,73a86591-5e71-4ac0-a8d2-43ce64406875,,,,,,,,,,,,,,,,,,,,
characters,L. Lebas,l-lebas,[],,,,Before the 1920s,,,[],Female,,,,https://static.wikia.nocookie.net/harrypotter/images/b/b5/L_Lebas.png,['Professor'],,French,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/L._Lebas,a6e6a774-f93c-46d1-9ad8-318a61a5854e,,,,,,,,,,,,,,,,,,,,
characters,Loch Ness Monster,loch-ness-monster,['Nessie'],,,,,,,[],,,100 feet or less,,https://static.wikia.nocookie.net/harrypotter/images/9/96/Loch_Ness_Kelpie.jpg,[],,,,[],,Kelpie,[],[],,https://harrypotter.fandom.com/wiki/Loch_Ness_Monster,ddec0650-0a21-4514-aa53-cd84700e86fa,,,,,,,,,,,,,,,,,,,,
characters,Lodgok,lodgok,[],,,,,"1891, Coastal Mine, Marunweem, Highlands, Scotland, Great Britain",Black,"['Ranrok (older brother) †', 'Bragbor (ancestor) †', 'Family']",Male,Grey,,,https://static.wikia.nocookie.net/harrypotter/images/9/9d/Lodgok_-_HL.png,['Metal trader (formerly)'],,,,[],Light,Goblin,[],[],,https://harrypotter.fandom.com/wiki/Lodgok,126ed50e-6819-4400-90fe-def4cbe7f411,,,,,,,,,,,,,,,,,,,,
characters,Loen,loen,[],,,,19th century or earlier,,,"['Harriet (sister)', 'Leana (wife)', 'Children']",Male,,,,,[],Married,,,['Leana (wife)'],,Human,[],[],,https://harrypotter.fandom.com/wiki/Loen,f22436fc-3227-454b-a58c-aec562e5ba29,,,,,,,,,,,,,,,,,,,,
characters,Loen and Leana's children,loen-and-leana-s-children,[],,,,19th century or earlier,,,"['Loen (father)', 'Leana (mother)', 'Harriet (aunt)']",,,,,,[],,,,[],,Humans,[],[],,https://harrypotter.fandom.com/wiki/Loen_and_Leana's_children,e5b1df98-be33-4c90-a004-5ae0050a0b2b,,,,,,,,,,,,,,,,,,,,
characters,Löic Lechauve,loic-lechauve,[],,,,Before the 1920s,,,[],Male,,,,,['Toupee manufacturer'],,French,,[],,Human,['Sïeur'],[],,https://harrypotter.fandom.com/wiki/Löic_Lechauve,f34842da-a964-4637-9b5a-ad80de409094,,,,,,,,,,,,,,,,,,,,
characters,Lolly,lolly,[],,,,Before 1890,,,[],Female,,,,,[],,,,[],,House-elf,[],[],,https://harrypotter.fandom.com/wiki/Lolly,8ccc844e-bf4b-48db-8beb-07dd9b746112,,,,,,,,,,,,,,,,,,,,
characters,Lomelia Prounce,lomelia-prounce,[],,,,Prior to the 1989–1990 school year,,,[],Female,,,,,['Author'],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Lomelia_Prounce,035e6a2e-08a8-4627-be4f-52314b43a550,,,,,,,,,,,,,,,,,,,,
characters,Long Shouren,long-shouren,[],,Pure-blood,,,,Brown,[],Male,Black,,,https://static.wikia.nocookie.net/harrypotter/images/d/d9/Long_Shouren.jpeg,"['Poacher (formerly)', 'Dragonologist']",,Chinese,Dragon,[],Light,Human,[],"[""12', Ginkgo, dragon heartstring""]",,https://harrypotter.fandom.com/wiki/Long_Shouren,807fce18-0cde-4908-991c-f4dd26916f7a,,,,,,,,,,,,,,,,,,,,
characters,Loony Nonby,loony-nonby,[],,,,,,,[],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/b/b0/Loony_Nonby_v.s._Cornish_Pixie.jpg,[],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Loony_Nonby,99e40789-9d32-42f7-b99e-6c923736bcbb,,,,,,,,,,,,,,,,,,,,
characters,Lorcan d'Eath,lorcan-d-eath,[],,Half-breed (part-vampire),,1964,,Grey,[],Male,Grey,,,https://static.wikia.nocookie.net/harrypotter/images/d/d7/LorcanDEath.png,['Singer'],,,,[],White,Part-human/part-vampire,[],[],,https://harrypotter.fandom.com/wiki/Lorcan_d'Eath,22dafc6e-63bb-4fc8-b010-dd821e933bfb,,,,,,,,,,,,,,,,,,,,
characters,Lorcan McLaird,lorcan-mclaird,[],,Pure-blood or half-blood,,Before 31 August 1906,,,[],Male,,,Ravenclaw,,['Minister for Magic (1923–1925)'],,British or Irish,,[],,Human,['Minister for Magic'],[],,https://harrypotter.fandom.com/wiki/Lorcan_McLaird,fe3ee6bb-bc52-4fa4-ba9a-92436ce5eaa4,,,,,,,,,,,,,,,,,,,,
characters,Lorcan Scamander,lorcan-scamander,[],,"Pure-blood, half-blood, or Squib",,Between 2008 and 2014,,,"['Rolf Scamander (father)', 'Luna Scamander (née Lovegood) (mother)', 'Lysander Scamander (twin brother)', 'Xenophilius Lovegood (maternal grandfather)', 'Pandora Lovegood (maternal grandmother) †', 'Scamander family', 'Lovegood family (maternal family)']",Male,,,,,[],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Lorcan_Scamander,e8c396d9-3f25-48ff-ac65-0842e7cd6133,,,,,,,,,,,,,,,,,,,,
characters,Lordana F.,lordana-f,[],,,,,,,[],Female,,,,,[],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Lordana_F.,08a7eeb2-87e9-46c1-bc7f-36a2949a613d,,,,,,,,,,,,,,,,,,,,
characters,Lord Byron,lord-byron,[],,,,"22 January 1788, London, England","19 April 1824 (aged 36), Missolonghi, Aetolia-Acarnania, Ottoman Empire",,[],Male,,,,,['Writer'],Married,,,[],,Human,"['Baron', 'Lord']",[],,https://harrypotter.fandom.com/wiki/Lord_Byron,d5b8f66c-4d45-4daf-9f24-07dd4df8f1fd,,,,,,,,,,,,,,,,,,,,
characters,Lord Draben,lord-draben,['Ghost of the Cavalier'],,,,1600s,17th century or later,,[],Male,Blond,,,https://static.wikia.nocookie.net/harrypotter/images/6/64/Cavalier.jpg,[],,British,,[],Pale,"Human (formerly), Ghost",['Lord'],[],,https://harrypotter.fandom.com/wiki/Lord_Draben,3a499ad7-85cb-453e-a195-ba43caaa93c9,,,,,,,,,,,,,,,,,,,,
characters,Lord North,lord-north,[],,Muggle,,13 April 1732,5 August 1792,,[],Male,,,,,['Prime Minister of Great Britain (1770–1782)'],,British,,[],,Human,"['Lord', 'Earl of Guilford', 'Prime Minister']",[],,https://harrypotter.fandom.com/wiki/Lord_North,d321cc3b-d38c-4703-bc15-99aeeba85df4,,,,,,,,,,,,,,,,,,,,
characters,Lord of the Manor,lord-of-the-manor,[],,,,,Before 1890,Blue (as an Inferius),[],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/d/dc/Lord_of_the_Manor_HL.png,[],,British,,[],,"Human (formerly), Inferius",['Lord'],[],,https://harrypotter.fandom.com/wiki/Lord_of_the_Manor,057fab19-2583-49ee-9b99-ea75e8f5737a,,,,,,,,,,,,,,,,,,,,
characters,Lord of the Shore,lord-of-the-shore,[],,,,Pre-1891,Pre-1927,"Red, orange, and yellow",['A long dynasty of Graphorns'],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/9/94/Lord_of_the_Shore_HL.png,[],,,,[],,Graphorn,[],[],,https://harrypotter.fandom.com/wiki/Lord_of_the_Shore,53efff8b-adda-4278-8d64-a2a9949872fa,,,,,,,,,,,,,,,,,,,,
characters,Lord Palmerston,lord-palmerston,[],,Muggle,,20 October 1784,18 October 1865,,['Emily Lamb (wife)'],Male,,,,,"['Prime Minister of United Kingdom (1855–1858, 1859–1865)']",,British,,[],,Human,['Prime Minister'],[],,https://harrypotter.fandom.com/wiki/Lord_Palmerston,ebd3a560-43aa-436f-8aab-cf5ff336ccc4,,,,,,,,,,,,,,,,,,,,
characters,Lorelei,lorelei,[],,,,,,Black,[],Female,,,,https://static.wikia.nocookie.net/harrypotter/images/d/d0/Lorelei.png,[],,,,[],Brown and white,Niffler,[],[],,https://harrypotter.fandom.com/wiki/Lorelei,22a9f326-c13d-4aed-afcb-ee63e4821fe9,,,,,,,,,,,,,,,,,,,,
characters,Loretta Cornhill,loretta-cornhill,[],,,,on or before 31 August 1982,,Brown,[],Female,Black,,Ravenclaw,https://static.wikia.nocookie.net/harrypotter/images/a/ac/Loretta_Cornhill.png,[],,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Loretta_Cornhill,94cd6f79-099b-4739-8d2a-5188034aa997,,,,,,,,,,,,,,,,,,,,
characters,Loretta Fieldwake,loretta-fieldwake-criminal,[],,,,,,,"['Franciscus Fieldwake (possibly)', 'Fieldwake family']",Female,,,,https://static.wikia.nocookie.net/harrypotter/images/8/89/Loretta_Fieldwake.jpg,[],,American,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Loretta_Fieldwake_(criminal),cef9c037-c37a-4ca2-941e-c01a038775c3,,,,,,,,,,,,,,,,,,,,
characters,Loretta Fieldwake,loretta-fieldwake-ministry-employee,[],,Pure-blood or half-blood,,,,,[],Female,,,,https://static.wikia.nocookie.net/harrypotter/images/c/c1/Loretta_Fieldwake.png,['Special Advisor for Elf Legislation for the Minister for Magic Support Staff at the British Ministry of Magic'],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Loretta_Fieldwake_(Ministry_employee),eaab2527-81a4-4b4b-a133-a468a2710006,,,,,,,,,,,,,,,,,,,,
characters,Lorre Gustafson,lorre-gustafson,[],,,,,,,[],Female,Black,,,https://static.wikia.nocookie.net/harrypotter/images/e/e4/Lorre_Gustafson_-_card_HBP-NDS.png,['Chaser for the Nordic National Quidditch team'],,Swedish,,[],White,Human,['Chaser'],[],,https://harrypotter.fandom.com/wiki/Lorre_Gustafson,3bfb4816-e5c5-445a-8383-d62b27cc5f61,,,,,,,,,,,,,,,,,,,,
characters,Lost three-headed dog,lost-three-headed-dog,[],,,,1927 or earlier,,,[],,,,,,[],,,,[],,,[],[],,https://harrypotter.fandom.com/wiki/Lost_three-headed_dog,5381e6d0-3f23-4ee0-aa18-616e9582419b,,,,,,,,,,,,,,,,,,,,
characters,L. O'Sullivan,l-o-sullivan,[],,,,,,,[],,,,,,['Magical Congress of the United States of America employee'],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/L._O'Sullivan,198edd07-c61f-4bfb-9bb5-7ef15e6f8d04,,,,,,,,,,,,,,,,,,,,
characters,Lottie Featherbottom,lottie-featherbottom,[],,,,1873 or earlier,,,[],Female,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/8/85/Lottie_Featherbottom_HL.png,['Postmaster at the Hogsmeade Post Office'],,,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Lottie_Featherbottom,8fed9bf4-c7c2-4fc6-87bb-b38744b9488b,,,,,,,,,,,,,,,,,,,,
characters,Lottie Fernsby,lottie-fernsby,[],,,,Between 1 September 1872 and 31 August 1879,,,['Flora Fernsby (possibly)'],Female,,,,,[],,British or Irish,,[],,,[],[],,https://harrypotter.fandom.com/wiki/Lottie_Fernsby,668628aa-62d6-4348-990c-3ec68a9dbedd,,,,,,,,,,,,,,,,,,,,
characters,Lottie Turner,lottie-turner,[],,Pure-blood or half-blood,Dementor,Between 20 February 1997 and 20 March 1997,,Brown,"['Ambrose Turner † (father)', 'Mother', 'Marcus Turner (possibly)', 'Darrel Turner (possibly)', 'Turner family']",Female,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/8/80/Lottie_Turner.png,[],,British or Irish,Hummingbird,[],Bronze,Human,[],"[""10½', Alder, Unicorn hair""]",,https://harrypotter.fandom.com/wiki/Lottie_Turner,ba2ec4fd-7798-44b7-80a9-1203ce11c324,,,,,,,,,,,,,,,,,,,,
characters,Lottie Turner's mother,lottie-turner-s-mother,[],,,,,,,"['Ambrose Turner † (husband)', 'Lottie Turner (daughter)', 'Marcus Turner (possibly)', 'Darrel Turner (possibly)', 'Turner family']",Female,,,,,[],Widowed,South American,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Lottie_Turner's_mother,9ab47284-42d6-4663-baa8-6374965e4526,,,,,,,,,,,,,,,,,,,,
characters,Lou Ferme,lou-ferme,['Badge No. 58063'],,,,Before the 1910s,,,[],,,,,https://static.wikia.nocookie.net/harrypotter/images/9/90/Lou_Ferne_headshot.png,['Auror'],,French,,[],,Human,['Auror'],"['Unknown length, core, and wood']",,https://harrypotter.fandom.com/wiki/Lou_Ferme,acde3389-c4b0-41c2-a33d-9a9d57bdce43,,,,,,,,,,,,,,,,,,,,
characters,Louie Grant,louie-grant,[],,,,,,Grey,[],Male,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/d/de/Louie_Grant_MA.png,['Auror'],,,,[],White,Human,[],[],,https://harrypotter.fandom.com/wiki/Louie_Grant,a72410f3-1255-42fa-adc4-9b557304339b,,,,,,,,,,,,,,,,,,,,
characters,Louis‑Antoine‑François de Marchangy,louis-antoine-francois-de-marchangy,[],,Non-Magique,,25 August 1782,2 February 1826,,[],Male,,,,,"['Author', 'Lawyer', 'Politician']",,French,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Louis‑Antoine‑François_de_Marchangy,671e91b6-019b-46c4-9592-eb77b8a0c92f,,,,,,,,,,,,,,,,,,,,
characters,Louise,louise,[],,,,c. 1985 or earlier,,,[],Female,,,,,[],,British or Irish,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Louise,000d7690-4ac8-4404-a03e-c3f7110bbaa4,,,,,,,,,,,,,,,,,,,,
characters,Louise Fontwell,louise-fontwell,[],,,,31 August 1982 or earlier,,Grey,[],Female,Brown,,Gryffindor,https://static.wikia.nocookie.net/harrypotter/images/e/e0/Louise_Fontwell.png,[],,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Louise_Fontwell,3a03b969-0bb3-40ad-bb1c-a7fad1e7b442,,,,,,,,,,,,,,,,,,,,
characters,Louise's admirer,louise-s-admirer,[],,,,c. 1985 or earlier,,,[],Male,Blonde,,Hufflepuff,,[],,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Louise's_admirer,21713373-da02-43ea-963f-72d67215157d,,,,,,,,,,,,,,,,,,,,
characters,Louise Van Hawe,louise-van-hawe,[],,Muggle,,,,,[],Female,,,,,['Theatre producer (presumably)'],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Louise_Van_Hawe,7780dde2-bda7-4c7e-bed1-1679a3e3f043,,,,,,,,,,,,,,,,,,,,
characters,Louis Gage,louis-gage,[],,Pure-blood (probably),,,,,"['Reynard Gage (father)', 'Josette Gage (née Lestrange) (mother)', 'Mathis Gage (brother)', 'Manon Perrot (née Lestrange) (maternal aunt)', 'Corvus Lestrange (maternal uncle)', 'Sebastien Perrot (maternal uncle by marriage)', 'Eglantine Lestrange (maternal aunt by marriage/first cousin once removed)', 'Odile Perrot (paternal first cousin)', 'Huguette Perrot (paternal first cousin)', 'Laurelle Perrot (paternal first cousin)', 'Corvus Lestrange (paternal first cousin)', 'Corvus Lestrange (paternal grandfather)', 'Minette Lestrange (née Rosier) (paternal grandmother)', 'Gage family', 'Lestrange family (maternal family)']",Male,Dark blond,,,https://static.wikia.nocookie.net/harrypotter/images/1/1b/LOUIS_GAGE.png,[],,,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Louis_Gage,28c98434-0529-422a-aec4-19fffd94a833,,,,,,,,,,,,,,,,,,,,
characters,Louis Hobbard,louis-hubbard,[],,,,,,,[],Male,,,,,[],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Louis_Hubbard,0d167851-ac7f-479c-aca9-378ac7dd980c,,,,,,,,,,,,,,,,,,,,
characters,Louis Weasley,louis-weasley,[],,Half-breed (one-eighth-Veela),,After 2 May 2000,,,"['William Weasley (father)', 'Fleur Weasley (née Delacour) (mother)', 'Victoire Weasley (older sister)', 'Dominique Weasley (older sister)', 'Charles Weasley (paternal uncle)', 'Percy Weasley (paternal uncle)', 'Fred Weasley (paternal uncle) †', 'George Weasley (paternal uncle)', 'Ronald Weasley (paternal uncle)', 'Ginevra Potter (née Weasley) (paternal aunt)', 'Gabrielle Delacour (maternal aunt)', 'Audrey Weasley (paternal aunt by marriage)', 'Angelina Weasley (née Johnson) (paternal aunt by marriage)', 'Hermione Granger (paternal aunt by marriage)', 'Harry Potter (paternal uncle by marriage)', 'Padma Patil (paternal aunt by marriage in alternate timeline)', 'Molly Weasley (II) (paternal first cousin)', 'Lucy Weasley (paternal first cousin)', 'Fred Weasley (II) (paternal first cousin)', 'Roxanne Weasley (paternal first cousin)', 'Rose Granger-Weasley (paternal first cousin)', 'Hugo Granger-Weasley (paternal first cousin)', 'James Potter (II) (paternal first cousin)', 'Albus Potter (paternal first cousin)', 'Lily Potter (II) (paternal first cousin)', 'Panju Weasley (paternal first cousin in alternate timeline)', 'Arthur Weasley (paternal grandfather)', 'Molly Weasley (née Prewett) (paternal grandmother)', 'Maternal grandfather', 'Apolline Delacour (maternal grandmother)', 'Matilda Weasley (possible relative)', 'G. Weasley (possible relative)', 'Garreth Weasley (possible relative)', 'Possible relative', 'Possible relatives', 'Hector Weasley (possible relative)', 'Weasley family (paternal family)', 'Delacour family (maternal family)']",Male,,,,https://static.wikia.nocookie.net/harrypotter/images/a/af/LouisWeasley.png,[],,British or Irish,,[],,Part-human/one-eighth-Veela,[],[],,https://harrypotter.fandom.com/wiki/Louis_Weasley,e0b82ddb-c35d-4c1e-83e0-0ab84095146f,,,,,,,,,,,,,,,,,,,,
characters,Louka Phyllian,louka-phyllian,[],,,,,,,[],Male,,,,,['Employee at the Cauldron Workshop'],,British,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Louka_Phyllian,ac55d90a-8edb-441d-b672-75e7f6d8f5df,,,,,,,,,,,,,,,,,,,,
characters,Love Håkansson,love-hakansson,[],,,,20th century,,,[],Male,Blond,,,https://static.wikia.nocookie.net/harrypotter/images/3/37/Love_H%C3%A5kansson_Sweden.png,['Chaser for the Swedish National Quidditch team'],,Swedish,,[],White,Human,['Chaser'],[],,https://harrypotter.fandom.com/wiki/Love_Håkansson,5780fc4a-2099-4ee6-a3f1-2071264393f4,,,,,,,,,,,,,,,,,,,,
characters,Lovestruck Hufflepuff,lovestruck-hufflepuff,[],,,,Between 1 September 1970 and 31 August 1976,,,[],Female,Black,,Hufflepuff,https://static.wikia.nocookie.net/harrypotter/images/b/bf/Lovestruck_Hufflepuff.PNG,[],,British or Irish,,['Smitten Slytherin'],Light,Human,[],"['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Lovestruck_Hufflepuff,7ee5dbdf-a3eb-4266-8a7b-53b2840c23c3,,,,,,,,,,,,,,,,,,,,
