id,name,gender,job,house,patronus,species,blood_status,loyalty,skills,birth,death,source,known_ingredients,effect,characteristics,incantation,type,entity_type,slug,alias_names,animagus,boggart,born,died,eye_color,family_members,hair_color,height,image,jobs,marital_status,nationality,romances,skin_color,titles,wands,weight,wiki,entity_id,category,creator,hand,light,difficulty,inventors,ingredients,manufacturers,side_effects,time,author,cover,dedication,pages,release_date,summary,title
,Laurelle Perrot,Female,,,,Human,Pure-blood,,,,,master,,,,,,characters,laurelle-perrot,[],,,,,,"['Manon Perrot (née Lestrange) (mother)', 'Sebastien Perrot (father)', 'Odile Perrot (sister)', 'Huguette Perrot (sister)', 'Josette Gage (née Lestrange) (maternal aunt)', 'Corvus Lestrange (maternal uncle)', 'Reynard Gage (maternal uncle by marriage)', 'Eglantine Lestrange (maternal aunt by marriage)', 'Louis Gage (maternal first cousin)', 'Mathis Gage (maternal first cousin)', 'Corvus Lestrange (maternal first cousin)', 'Corvus Lestrange (maternal grandfather)', 'Minette Lestrange (née Rosier) (maternal grandmother)', 'Perrot family', 'Lestrange family (maternal family)']",,,https://static.wikia.nocookie.net/harrypotter/images/4/42/Laurelle_Perrot.JPG,[],,French,[],,[],[],,https://harrypotter.fandom.com/wiki/Laurelle_Perrot,cf2d830c-9d9e-4265-b261-d7b583cac55f,,,,,,,,,,,,,,,,,
,Lauren,Female,,,,Human,Muggle,,,,,master,,,,,,characters,lauren,[],,,,,,[],,,,['Writer for My Teeth magazine'],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Lauren,179b1d72-f49a-4393-a606-bb53da422fc1,,,,,,,,,,,,,,,,,
,Laurena Kama,Female,,,,Human,Pure-blood,,,,,master,,,,,,characters,laurena-kama,[],,,Before 1867,"Between September 1896 and late April 1897, Lestrange Manor",,"['Mustafa Kama (first husband) †', 'Corvus Lestrange (second husband, unwillingly) †', 'Yusuf Kama (son)', 'Leta Lestrange (daughter) †', 'Corvus Lestrange (father-in-law)', 'Eglantine Lestrange (mother-in-law)', 'Kama family', 'Lestrange family']",,,https://static.wikia.nocookie.net/harrypotter/images/6/62/LaurenaKama-0.jpg,[],Married,French,[],,[],[],,https://harrypotter.fandom.com/wiki/Laurena_Kama,48d8c52a-1d6a-40c4-a036-5a5c91e015b9,,,,,,,,,,,,,,,,,
,Laurence Wakefield,Male,,,,Human,Muggle,,,,,master,,,,,,characters,laurence-wakefield,[],,,,,,[],,,,['Documentary filmmaker'],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Laurence_Wakefield,748260da-373b-4305-800f-8ae51be54c90,,,,,,,,,,,,,,,,,
,Laurent D'Arcy,Male,,,,Human,,,,,,master,,,,,,characters,laurent-d-arcy,[],,,Pre 1993,,,[],,,https://static.wikia.nocookie.net/harrypotter/images/a/aa/Lurent_Varcy.png,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Laurent_D'Arcy,8b712b9d-88aa-4a2c-913e-07c425b6fd6b,,,,,,,,,,,,,,,,,
,Laurentia Fletwock,Female,,,,Human,,,,,,master,,,,,,characters,laurentia-fletwock,[],,,1947,,Brown,[],Brown,,https://static.wikia.nocookie.net/harrypotter/images/2/2e/LaurentiaFletwock.png,['Winged horses breeder and racer'],,,[],White,[],"['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Laurentia_Fletwock,ab88f824-9fc4-45b1-9423-0db8ce14e4d8,,,,,,,,,,,,,,,,,
,Lauren Wakefield,Female,,,,Human,Muggle,,,,,master,,,,,,characters,lauren-wakefield-in-universe,[],,,,,,['Wakefield family'],,,,['Circus performer'],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Lauren_Wakefield_(in-universe),26622d07-ab11-4d18-8934-5e22e5f9cbc9,,,,,,,,,,,,,,,,,
,Laurenzoo,,,,,Human,,,,,,master,,,,,,characters,laurenzoo,[],,,,,,[],,,,['Author'],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Laurenzoo,b9fdbb9e-fb4e-49c8-8f6c-e3b255aec573,,,,,,,,,,,,,,,,,
,Lavender Brown,Female,,Gryffindor,Non-corporeal,Human,Pure-blood,,,,,master,,,,,,characters,lavender-brown,"['Lav-Lav (by Harry Potter)', 'Lav (by Ron Weasley)']",,"Rat, Rattlesnake, Bloody eyeball",Between 1 September 1979 and 22 April 1980,"2 May 1998 (aged 18), Hogwarts Castle, Highlands, Scotland, Great Britain",,"['Father', 'Mother', 'Kelly Brown (possible cousin)', 'Thomas Brown (possible relative)', 'Belinda Brown (possible relative)', 'Brown family']",,,https://static.wikia.nocookie.net/harrypotter/images/b/b6/Lavender_Brown_HBP.jpg,[],,British or Irish,['Ronald Weasley (ex-boyfriend)'],Pale,[],"['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Lavender_Brown,6f4947d7-9964-4b21-94af-d4c91190098e,,,,,,,,,,,,,,,,,
,Laverne de Montmorency,Female,,Ravenclaw,,Human,,,,,,master,,,,,,characters,laverne-de-montmorency,[],,,1823,1893 (aged 70),Green,[],Black,,https://static.wikia.nocookie.net/harrypotter/images/a/a7/Laverne_de_Montmorency.jpg,['Potioneer'],,British or Irish,[],Green,[],[],,https://harrypotter.fandom.com/wiki/Laverne_de_Montmorency,e5174f45-1b70-4660-a23b-59e068fc14b5,,,,,,,,,,,,,,,,,
,Lavinia Fortescue,Female,,,,Human,,,,,,master,,,,,,characters,lavinia-fortescue,[],,,Between 1 September 1997 and 31 August 1998,,Green,"['Florean Fortescue (distant relative) †', 'Dexter Fortescue (ancestor) †', 'Fortescue family']",Blonde,,https://static.wikia.nocookie.net/harrypotter/images/2/24/LaviniaFortescue_MA.jpg,[],,British or Irish,['Crush'],White,[],[],,https://harrypotter.fandom.com/wiki/Lavinia_Fortescue,04117a45-b2a3-43a8-82ff-90b035f29bf4,,,,,,,,,,,,,,,,,
,Lawrence Davies,Male,,Gryffindor,,Human,,,,,,master,,,,,,characters,lawrence-davies,[],,,Between 1 September 1874 and 31 August 1875,,Brown,"['Davies family', 'Roger Davies (possible relative)', 'Chester Davies (possible relative)']",Brown,,https://static.wikia.nocookie.net/harrypotter/images/5/58/Lawrence_Davies_-_Flying_Class.png,[],,British or Irish,[],Light,[],"['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Lawrence_Davies,dbb46d18-9028-4b20-b8a0-3e3035b16d37,,,,,,,,,,,,,,,,,
,Lawrence Feldman,Male,,,,Human,No-Maj,,,,,master,,,,,,characters,lawrence-feldman,[],,,,,,[],,,,['Composer'],,American,[],,[],[],,https://harrypotter.fandom.com/wiki/Lawrence_Feldman,28dcb23c-054c-47cc-b4c3-4f72790fb4de,,,,,,,,,,,,,,,,,
,Léa Bellefleur,Female,,,,Human,,,,,,master,,,,,,characters,lea-bellefleur,[],,,,,,[],,,https://static.wikia.nocookie.net/harrypotter/images/b/b2/L%C3%A9a%2C_Beauxbatons_student.jpg,[],,,[],,[],"['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Léa_Bellefleur,ba4764c1-a2eb-43df-8389-1cc69c5a2913,,,,,,,,,,,,,,,,,
,Leah Lee,Female,,Slytherin,,Human,Pure-blood or half-blood,,,,,master,,,,,,characters,leah-lee,"['Aunt Leah (by Barnaby Lee)', ""Miss Lee (by Jacob's sibling)"", 'Professor Lee (by Hogwarts students)']",,,Between 1951 and 1967,,Green,"['Mother', 'Cecil Lee (younger brother)', 'Youngest brother', 'Sister-in-law', 'Barnaby Lee (nephew)', 'Lee family']",Light brown with white streak,,https://static.wikia.nocookie.net/harrypotter/images/9/98/Leah_Lee.PNG,"['Field Herbologist', 'Substitute Herbology Professor at Hogwarts School of Witchcraft and Wizardry']",Unmarried,British,[],Light,"['Outskirts Greenhouse Caretaker', 'Professor']","['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Leah_Lee,e3b62bd3-b0b1-44f3-9c54-8453b102bb64,,,,,,,,,,,,,,,,,
,Leaky Cauldron bartender,Female,,,,Human,,,,,,master,,,,,,characters,leaky-cauldron-bartender,[],,,,,,[],Red,,https://static.wikia.nocookie.net/harrypotter/images/3/33/Leaky_Cauldron_bartender.png,['Bartender at the Leaky Cauldron'],,British,[],White,[],[],,https://harrypotter.fandom.com/wiki/Leaky_Cauldron_bartender,0581d8d6-ad3b-4d31-8dfa-93ceef84a550,,,,,,,,,,,,,,,,,
,Leaky Cauldron client,Male,,,,Human,,,,,,master,,,,,,characters,unidentified-leaky-cauldron-client,[],,,,,,[],White,,https://static.wikia.nocookie.net/harrypotter/images/5/55/Copia_de_pedrafilosofal-stills10.jpg,[],,British,[],White,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_Leaky_Cauldron_client,462fb90a-d2f6-4435-a097-e8ffd72f43ce,,,,,,,,,,,,,,,,,
,Leaky Cauldron Doxy swarm,,,,,Doxies,,,,,,master,,,,,,characters,leaky-cauldron-doxy-swarm,[],,,"Before 1 September, 1990",,Black,[],,,https://static.wikia.nocookie.net/harrypotter/images/3/3c/Leaky_Cauldron_doxies.PNG,[],,,[],Blue,[],[],,https://harrypotter.fandom.com/wiki/Leaky_Cauldron_Doxy_swarm,4daa4fc8-f27e-47f2-85cb-216e16c8049d,,,,,,,,,,,,,,,,,
,Leaky Cauldron Waitress,Female,,,,Human,,,,,,master,,,,,,characters,leaky-cauldron-waitress,[],,,,,Brown,[],Red,,https://static.wikia.nocookie.net/harrypotter/images/6/6f/Leaky_Cauldron_Waitress.PNG,['Waitress at the Leaky Cauldron'],,British,[],Light,[],[],,https://harrypotter.fandom.com/wiki/Leaky_Cauldron_Waitress,971133b6-6055-448d-9d4f-4ae324ad41ae,,,,,,,,,,,,,,,,,
,Leana,Female,,,,Human,,,,,,master,,,,,,characters,leana,[],,,19th century or earlier,,,"['Loen (husband)', 'Children', 'Harriet (sister-in-law)']",,,,['Potioneer'],Married,,['Loen (husband)'],,[],[],,https://harrypotter.fandom.com/wiki/Leana,f754065c-9564-4ed9-bbb3-a27eca6d0f19,,,,,,,,,,,,,,,,,
,Leander Prewett,Male,,Gryffindor,,Human,Pure-blood (most likely),,,,,master,,,,,,characters,leander-prewett,[],,,Between 1 September 1874 and 31 August 1875,,,"['Mother', 'Possible relative', 'Ignatius Prewett (possible relative)', 'Lucretia Prewett (née Black) (possible relative) †', 'Gideon Prewett (possible relative) †', 'Fabian Prewett (possible relative) †', 'Molly Weasley (née Prewett) (possible relative)', 'J. E. Prewitt (possible relative)', 'Prewett family']",Red,,https://static.wikia.nocookie.net/harrypotter/images/d/df/Leander_Prewett_HL.png,[],,British or Irish,[],Light,[],"['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Leander_Prewett,673cb74c-1bd6-4fcc-bcff-9f90d90f0f64,,,,,,,,,,,,,,,,,
,Leander Prewett's mother,Female,,,,Human,Pure-blood (most likely),,,,,master,,,,,,characters,leander-prewett-s-mother,[],,,Before 1874,,,"['Leander Prewett (son)', 'Possible relative', 'Ignatius Prewett (possible relative)', 'Lucretia Prewett (née Black) (possible relative) †', 'Gideon Prewett (possible relative) †', 'Fabian Prewett (possible relative) †', 'Molly Weasley (née Prewett) (possible relative)', 'J. E. Prewitt (possible relative) †', 'Prewett family']",Red (possibly),,,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Leander_Prewett's_mother,e2ed39a1-a8ff-4c53-97c6-8ffa8d022b36,,,,,,,,,,,,,,,,,
,Leanne,Female,,Hufflepuff,,Human,Pure-blood or half-blood,,,,,master,,,,,,characters,leanne,[],,,Between 1 September 1979 and 31 August 1980,,,[],,,https://static.wikia.nocookie.net/harrypotter/images/8/83/Leanne_profile.png,[],,British or Irish,[],,[],[],,https://harrypotter.fandom.com/wiki/Leanne,a9fcb802-c8ee-4bbf-b09c-3dcda0e84208,,,,,,,,,,,,,,,,,
,Lee Jordan,Male,,Gryffindor,,Human,Pure-blood or half-blood,,,,,master,,,,,,characters,lee-jordan,['River (Potterwatch)'],,Lord Voldemort,Between 1 September 1977 and 31 August 1978 Great Britain,,,['Mr Jordan (father)'],Black,,https://static.wikia.nocookie.net/harrypotter/images/4/44/LeeJordan.jpg,['Host of Potterwatch'],,British or Irish,[],Dark,['Quidditch commentator'],[],,https://harrypotter.fandom.com/wiki/Lee_Jordan,6a9ee8eb-624a-4372-8505-afd5bf830f45,,,,,,,,,,,,,,,,,
,Lee Jordan's tarantula,,,,,Tarantula,,,,,,master,,,,,,characters,lee-jordan-s-tarantula,[],,,1 September 1991 or earlier,,Black,[],Black,'Giant',https://static.wikia.nocookie.net/harrypotter/images/b/b6/B1C6M1_Lee_Jordan%27s_tarantula.png,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Lee_Jordan's_tarantula,93dfabea-4ac5-46b4-bbfa-47bed916011e,,,,,,,,,,,,,,,,,
,Leesk,Female,,,,Human,,,,,,master,,,,,,characters,leesk,[],,,,,,[],,,,[],Married,American,[],,[],[],,https://harrypotter.fandom.com/wiki/Leesk,236eab21-af58-4adb-b5c5-5ef9c50bb227,,,,,,,,,,,,,,,,,
,Lemus Pinutius,Male,,,,Human,,,,,,master,,,,,,characters,lemus-pinutius,['The Vampire'],,,Before 1926,,,[],,,https://static.wikia.nocookie.net/harrypotter/images/1/13/Lemus_Pinutius2.jpg,['People smuggler'],,,[],Light,[],[],,https://harrypotter.fandom.com/wiki/Lemus_Pinutius,bfd93e8b-6e0f-4097-93e9-c914384eef5c,,,,,,,,,,,,,,,,,
,Lenelle Paraison,Female,,,,Human,,,,,,master,,,,,,characters,lenelle-paraison,[],,,"after 1976, Haiti (possibly)",,,[],,,,['Keeper for the Haitian National Quidditch team'],,Haitian,[],,['Keeper'],[],,https://harrypotter.fandom.com/wiki/Lenelle_Paraison,f61d66c1-a52d-45c1-8b36-b82f04859bbb,,,,,,,,,,,,,,,,,
,Lennox Campbell,Male,,,,Human,,,,,,master,,,,,,characters,lennox-campbell,[],,,Before 1982,,,['Angus Campbell (possibly)'],,,,['Seeker for the Montrose Magpies'],,British,[],,[],[],,https://harrypotter.fandom.com/wiki/Lennox_Campbell,a77ab96b-6668-4f51-aa32-c53638a5350f,,,,,,,,,,,,,,,,,
,Lenny Pindlebrook,Male,,Ravenclaw,,Human,Pure-blood,,,,,master,,,,,,characters,lenny-pindlebrook,[],,,"Late July 1974, Potton, Bedfordshire, England, Great Britain",,Blue,"['Father', 'Mother', 'Pindlebrook family']",Blond,,https://static.wikia.nocookie.net/harrypotter/images/f/fe/Lenny_Pindlebrook_HM.jpg,[],,English,['Liz Tuttle'],White,[],"['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Lenny_Pindlebrook,8dc85214-ae4c-4d04-b468-ec0730403361,,,,,,,,,,,,,,,,,
,Lenny Pindlebrook's father,Male,,,,Human,Pure-blood,,,,,master,,,,,,characters,lenny-pindlebrook-s-father,[],,,,,,"['Lenny Pindlebrook (son)', 'Wife', 'Pindlebrook family']",,,,[],,"Icelander, English",['Wife'],,[],[],,https://harrypotter.fandom.com/wiki/Lenny_Pindlebrook's_father,bd44fc22-7ac4-432b-b8a8-8b836c25fbe1,,,,,,,,,,,,,,,,,
,Lenny Pindlebrook's mother,Female,,,,Human,Pure-blood,,,,,master,,,,,,characters,lenny-pindlebrook-s-mother,[],,,,,,"['Husband', 'Lenny Pindlebrook (son)', 'Pindlebrook family']",,,,[],Married,"Icelander, English",['Husband'],,[],[],,https://harrypotter.fandom.com/wiki/Lenny_Pindlebrook's_mother,2dc4e4b4-f3fb-4188-82aa-8306c0f5fb66,,,,,,,,,,,,,,,,,
,Lenora Everleigh,Female,,Hufflepuff,,Human,,,,,,master,,,,,,characters,lenora-everleigh,[],,,Between 1 September 1874 and 31 August 1875,,Brown,"['Eleanor Everleigh (aunt)', 'Brothers', 'Everleigh family']",Dark brown,,https://static.wikia.nocookie.net/harrypotter/images/0/0c/Lenora_Everleigh.png,[],,British or Irish,[],Light,[],[],,https://harrypotter.fandom.com/wiki/Lenora_Everleigh,1f7dbd22-5312-4481-9535-4cd9a4936e7d,,,,,,,,,,,,,,,,,
,Lenora Everleigh's brothers,Males,,Ravenclaw,,Human,,,,,,master,,,,,,characters,lenora-everleigh-s-brothers,[],,,Before 1 September 1871,,,"['Eleanor Everleigh (aunt)', 'Lenora Everleigh (younger sister)', 'Everleigh family']",,,,['Employees of the British Ministry of Magic'],,British,[],,[],[],,https://harrypotter.fandom.com/wiki/Lenora_Everleigh's_brothers,25820bf2-4dc1-484e-8d0b-6c11a7711a1e,,,,,,,,,,,,,,,,,
,Leon,Male,,,,Human,,,,,,master,,,,,,characters,leon,[],,,,,,[],,,,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Leon,006c4e48-5e39-47ac-96fa-0c89c478319b,,,,,,,,,,,,,,,,,
,Leonard Jewkes,Male,,,,Human,,,,,,master,,,,,,characters,leonard-jewkes,[],,,,,,[],,,,['Broom-maker'],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Leonard_Jewkes,c9f082fb-760e-4e6e-883d-74fad912cd6e,,,,,,,,,,,,,,,,,
,Leonardo da Vinci,Male,,,,Human,,,,,,master,,,,,,characters,leonardo-da-vinci,[],,,"15 April 1452, Republic of Florence, Italy","2 May 1519, Touraine, France (aged 67)",,[],,,,"['Polymath', 'Artist', 'Inventor']",,,[],,[],[],,https://harrypotter.fandom.com/wiki/Leonardo_Da_Vinci,fd055421-62d2-4ac7-ab20-cc5962128304,,,,,,,,,,,,,,,,,
,Leonard Spencer-Moon,Male,,,,Human,Pure-blood or half-blood,,,,,master,,,,,,characters,leonard-spencer-moon,[],,,Before 1922,,,"['Gladwin Moon (possibly)', 'Lily Moon (possibly)', 'Dennis Moon (possibly)', 'Cole Spencer (possibly)', 'Moon family']",,,https://static.wikia.nocookie.net/harrypotter/images/3/30/Leonard_Spencer-Moon_WWHP.png,"['Tea-boy in the Department of Magical Accidents and Catastrophes (formerly)', 'British Minister for Magic (1939–1948)']",,,[],,['Minister for Magic'],[],,https://harrypotter.fandom.com/wiki/Leonard_Spencer-Moon,d978a14f-1f87-407d-8c11-c636f51eeedc,,,,,,,,,,,,,,,,,
,Léonard Wiggàns,Male,,,,Human,,,,,,master,,,,,,characters,leonard-wiggans,[],,,Before the 1920s,,,[],,,,['Veterinarian'],,French,[],,['Doctor'],[],,https://harrypotter.fandom.com/wiki/Léonard_Wiggàns,2d4ded70-ed75-4958-9d1e-cab11675c35d,,,,,,,,,,,,,,,,,
,Leonie Tremblay (née Lestrange),Female,,,,Human,Pure-blood,,,,,master,,,,,,characters,leonie-lestrange,[],,,,,,"['Falco Lestrange (father)', 'Salomé Lestrange (née Volant) (mother)', 'Eglantine Lestrange (sister)', 'Bernard Tremblay (husband)', 'Clarisse Lestrange (née Tremblay) (daughter)', 'Falco Tremblay (son)', 'Corvus Lestrange (nephew/son-in-law) †', 'Corvus Lestrange (paternal uncle)', 'Minette Lestrange (paternal aunt by marriage)', 'Manon Perrot (née Lestrange) (paternal first cousin)', 'Josette Gage (née Lestrange) (paternal first cousin)', 'Corvus Lestrange (paternal first cousin)', 'Corvus Lestrange (paternal grandfather) †', 'Heloise Lestrange (née Beaufort) (paternal grandmother)', 'Corvus Lestrange (grandson) †', 'Mason Tremblay (possibly)', 'Lestrange family', 'Volant family (maternal family)', 'Tremblay family']",,,https://static.wikia.nocookie.net/harrypotter/images/0/08/Leonie_Lestrange.jpg,[],Married,,[],,[],[],,https://harrypotter.fandom.com/wiki/Leonie_Lestrange,753cb3b3-e04a-47c2-ab73-7a75cda45b87,,,,,,,,,,,,,,,,,
,Leonora Gore,Female,,,,Human,,,,,,master,,,,,,characters,leonora-gore,[],,,,,,[],,,,[],,British,[],,[],[],,https://harrypotter.fandom.com/wiki/Leonora_Gore,c4a4f319-ca8a-4c33-9dfc-6e0cbce8ce54,,,,,,,,,,,,,,,,,
,Leopold Babcocke,Male,,,,Human,,,,,,master,,,,,,characters,leopold-babcocke,[],,,,,Brown,[],Brown,,https://static.wikia.nocookie.net/harrypotter/images/d/db/Leopold_Babcocke_HL.png,['Shopkeeper'],,,[],Light,[],[],,https://harrypotter.fandom.com/wiki/Leopold_Babcocke,8ea31678-f523-43bc-9a9d-e8cfc50f302a,,,,,,,,,,,,,,,,,
,Leopoldina Smethwyck,Female,,,,Human,,,,,,master,,,,,,characters,leopoldina-smethwyck,[],,,1829,1910 (aged 80–81),,"['Elliot Smethwyck (possibly)', 'Hippocrates Smethwyck (possibly)', 'Smethwyck family']",Brown,,https://static.wikia.nocookie.net/harrypotter/images/0/08/Leopoldina_Smethwyck.jpg,['Quidditch referee'],,British,[],White,[],[],,https://harrypotter.fandom.com/wiki/Leopoldina_Smethwyck,68f8afbc-5971-4534-8fa5-0e1093ea699e,,,,,,,,,,,,,,,,,
,Lerm,Male,,,,Goblin,,,,,,master,,,,,,characters,lerm,[],,,Before 1990,,,[],,,,[],,British,[],,[],[],,https://harrypotter.fandom.com/wiki/Lerm,635d52a6-c960-4c28-b7a1-db26a1fc8ad1,,,,,,,,,,,,,,,,,
,Lesley Toddington,Female,,Hufflepuff,,Human,,,,,,master,,,,,,characters,lesley-toddington,[],,,31 August 1982 or earlier,,,[],,,https://static.wikia.nocookie.net/harrypotter/images/0/04/Lesley_Toddington.png,[],,British or Irish,[],,[],[],,https://harrypotter.fandom.com/wiki/Lesley_Toddington,fce2bbad-055b-4613-a57f-907a29a5e1d5,,,,,,,,,,,,,,,,,
,Lestrange,Male,,Slytherin,,Human,Pure-blood,,,,,master,,,,,,characters,lestrange,[],,,c. 1926,,,"['Rodolphus Lestrange (I) (ancestor)', 'F. Lestrange (ancestor)', 'R. Lestrange (ancestor)', 'Rodolphus Lestrange (possible relative)', 'Rabastan Lestrange (possible relative)', 'Bellatrix Lestrange (née Black) (possible relative)', 'Delphini (possible relative)', 'Lestrange family']",Black,,https://static.wikia.nocookie.net/harrypotter/images/1/17/Harry-potter-half-blood-lestrange.jpg,[],,British or Irish,[],Light,[],"['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Lestrange,6ea5f3d2-56f4-4397-81a5-714b2ace9261,,,,,,,,,,,,,,,,,
,Leta Lestrange,Female,,Slytherin,,Human,Pure-blood,,,,,master,,,,,,characters,leta-lestrange,[],,"Corvus Lestrange, her half-brother, drowning to death","Between 1 September 1896 and late April 1897, Lestrange Manor","Early September 1927 (aged 30/31), Lestrange Mausoleum, Père Lachaise Cemetery, Paris, France",,"['Corvus Lestrange (IV) (father; paternal first cousin once removed-in-law) †', 'Laurena Kama (mother) †', 'Clarisse Tremblay (paternal stepmother; paternal first cousin once removed) †', 'Corvus Lestrange (V) (paternal half-brother; paternal second cousin) †', 'Yusuf Kama (maternal half-brother)', 'Falco Tremblay (maternal step-uncle; first cousin once removed)', 'Corvus Lestrange (III) (paternal grandfather)', 'Eglantine Lestrange (paternal grandmother)', 'Bernard Tremblay (step-grandfather)', 'Lestrange family', 'Kama family (maternal family)']",,,https://static.wikia.nocookie.net/harrypotter/images/8/85/Leta_Profile.png,"['Employee of the Department of Magical Law Enforcement', 'Assistant to Torquil Travers']",Engaged,British,['Theseus Scamander (fiancé)'],,[],"['Unknown length, Ebony, unknown core']",,https://harrypotter.fandom.com/wiki/Leta_Lestrange,5b19d4aa-11e3-4aef-97d1-3143e8de4500,,,,,,,,,,,,,,,,,
,Lethia Burbley,Female,,,,Human,,,,,,master,,,,,,characters,lethia-burbley,[],,,,Before 1890,,[],Black,,https://static.wikia.nocookie.net/harrypotter/images/8/89/Lethia_Burbley%27s_portrait_HL.png,['Potioneer (possibly)'],,British or Irish,[],,[],[],,https://harrypotter.fandom.com/wiki/Lethia_Burbley,70d97fbd-7054-419d-8e8b-8bc8903e9ecd,,,,,,,,,,,,,,,,,
,Leticia Somnolens,Female,,,,Hag,,,,,,master,,,,,,characters,leticia-somnolens,[],,,Middle Ages,Middle Ages,Brown,[],Grey,,https://static.wikia.nocookie.net/harrypotter/images/2/27/Leticia_Somnolens.JPG,[],,,[],White,[],[],,https://harrypotter.fandom.com/wiki/Leticia_Somnolens,3459d4a4-00f6-4e1e-a17b-060d531b7936,,,,,,,,,,,,,,,,,
,Leucrotta at the Magical Creatures Reserve,,,,,Leucrotta,,,,,,master,,,,,,characters,leucrotta-at-the-magical-creatures-reserve,[],,,In or before 1988–1989 school year,,,[],,,https://static.wikia.nocookie.net/harrypotter/images/7/78/Leucrotta_at_the_Magical_Creatures_Reserve.png,[],,,[],Brown,[],[],,https://harrypotter.fandom.com/wiki/Leucrotta_at_the_Magical_Creatures_Reserve,9d0a7b1b-d20e-405d-a216-f02ed9911fa0,,,,,,,,,,,,,,,,,
,Levina Monkstanley,Female,,,,Human,,,,,,master,,,,,,characters,levina-monkstanley,[],,,,,,[],,,,['Unspeakable'],,British,[],,[],[],,https://harrypotter.fandom.com/wiki/Levina_Monkstanley,e5b17751-9b56-4622-991e-040e75a925b3,,,,,,,,,,,,,,,,,
,Lev Zograf,Male,,,,Human,,,,,,master,,,,,,characters,lev-zograf,[],,,"Before 1977, Bulgaria (possibly)",,,[],Black,,https://static.wikia.nocookie.net/harrypotter/images/e/e2/Lev_Zograf.png,['Keeper for the Bulgarian National Quidditch team'],,Bulgarian,[],White,['Keeper'],[],,https://harrypotter.fandom.com/wiki/Lev_Zograf,a5bd964a-926e-4ef8-92db-87abd21cd17c,,,,,,,,,,,,,,,,,
,Lewis Thorverton,Male,,Ravenclaw,,Human,,,,,,master,,,,,,characters,lewis-thorverton,[],,,31 August 1982 or earlier,,Grey,[],Blond,,https://static.wikia.nocookie.net/harrypotter/images/3/30/Lewis_Thorverton.png,[],,British or Irish,[],Light,[],[],,https://harrypotter.fandom.com/wiki/Lewis_Thorverton,af39a073-111a-4c24-a5ab-41a031dcd2ea,,,,,,,,,,,,,,,,,
,L. Glenis,Female,,,,Human,,,,,,master,,,,,,characters,l-glenis,[],,,Before the 1920s,,,[],,,,[],,French,[],,[],[],,https://harrypotter.fandom.com/wiki/L._Glenis,1a781ae1-8457-41d6-aa27-b9632627718d,,,,,,,,,,,,,,,,,
,Libatius Borage,Male,,,,Human,,,,,,master,,,,,,characters,libatius-borage,[],,,"Before 1909, South America",Before 1986,Dark,[],Brown,,https://static.wikia.nocookie.net/harrypotter/images/c/cd/LibatiusBorage.png,"['Potioneer', 'Author']",,,[],Tanned,[],[],,https://harrypotter.fandom.com/wiki/Libatius_Borage,cd1dadc3-942f-46ec-8f74-103b466d5378,,,,,,,,,,,,,,,,,
,Licorus Black,Male,,,,Human,Pure-blood,,,,,master,,,,,,characters,licorus-black,[],,,1808,1872 (aged 63 - 64),,"['Magenta Black (née Tripe) (wife) †', 'House of Black', 'Tripe family (in-laws)']",,,https://static.wikia.nocookie.net/harrypotter/images/5/5c/Licorus.jpg,[],Married or widowed,British,['Magenta Black (née Tripe) (wife) †'],Light,[],[],,https://harrypotter.fandom.com/wiki/Licorus_Black,e22c3684-b295-4c8e-b9c8-699287b67943,,,,,,,,,,,,,,,,,
,Lilith Molesby,Female,,,,Human,,,,,,master,,,,,,characters,lilith-molesby,[],,,,,,[],,,,[],Single,British,[],,[],[],,https://harrypotter.fandom.com/wiki/Lilith_Molesby,dcb8ef86-2dfc-4aa1-82a7-dddc5a314e89,,,,,,,,,,,,,,,,,
,Lilith Molesby's love interest,Male,,,,Human,,,,,,master,,,,,,characters,lilith-molesby-s-love-interest,[],,,,,,[],,,,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Lilith_Molesby's_love_interest,29eb0bc3-1495-4d55-8d8d-4d89cf1c4404,,,,,,,,,,,,,,,,,
